Step; Train Loss Accum; Val Loss Accum ; lr;  norm ;  dt (s);  Tokens/s;
10040; 4.685; 4.562; 0.0003233; 1.128; 0.926; 8846.61469404023;
10050; 4.676; 4.555; 0.0003228; 1.109; 0.9467; 8653.442204337634;
10060; 4.68; 4.556; 0.0003223; 1.105; 0.9341; 8769.906222545977;
10070; 4.69; 4.561; 0.0003219; 1.115; 0.9347; 8764.555207680216;
10080; 4.682; 4.56; 0.0003214; 1.95; 0.9408; 8707.686459064313;
10090; 4.685; 4.566; 0.0003209; 1.909; 0.9388; 8726.406869024677;
10100; 4.681; 4.564; 0.0003205; 1.075; 0.9341; 8769.731629875712;
10110; 4.67; 4.557; 0.00032; 1.198; 0.9351; 8760.771832935194;
10120; 4.703; 4.586; 0.0003196; 1.685; 0.9358; 8754.222904696717;
10130; 4.687; 4.568; 0.0003191; 1.024; 0.9329; 8781.15522343431;
10140; 4.68; 4.563; 0.0003186; 1.034; 0.9442; 8675.836215327006;
10150; 4.675; 4.561; 0.0003182; 1.131; 0.9412; 8704.084305626135;
10160; 4.674; 4.563; 0.0003177; 1.332; 0.9401; 8713.569247662776;
10170; 4.664; 4.551; 0.0003173; 0.9205; 0.9292; 8816.45579062862;
10180; 4.672; 4.561; 0.0003168; 1.102; 0.9596; 8536.532180809898;
10190; 4.666; 4.551; 0.0003163; 1.328; 0.9385; 8728.87426590904;
10200; 4.666; 4.548; 0.0003159; 1.116; 0.9367; 8745.310334383406;
10210; 4.665; 4.547; 0.0003154; 1.093; 0.9498; 8625.216038204275;
10220; 4.668; 4.546; 0.0003149; 0.9923; 0.9371; 8742.188547747572;
10230; 4.67; 4.547; 0.0003145; 1.223; 0.9376; 8737.353402952973;
10240; 4.667; 4.546; 0.000314; 1.127; 0.9421; 8695.41211480562;
10250; 4.664; 4.547; 0.0003136; 1.23; 0.9313; 8796.10428122148;
10260; 4.667; 4.55; 0.0003131; 0.9896; 0.9379; 8734.208430405546;
10270; 4.668; 4.55; 0.0003126; 1.062; 0.9414; 8702.073866885621;
10280; 4.669; 4.547; 0.0003122; 1.047; 0.9275; 8832.149672660458;
10290; 4.656; 4.537; 0.0003117; 0.9935; 0.9356; 8755.918347126897;
10300; 4.656; 4.539; 0.0003113; 1.165; 0.9296; 8812.150593516712;
10310; 4.665; 4.555; 0.0003108; 0.9919; 0.9361; 8751.081380073361;
10320; 4.661; 4.553; 0.0003103; 1.063; 0.9327; 8782.984593362098;
10330; 4.667; 4.556; 0.0003099; 1.033; 0.9222; 8882.922236869217;
10340; 4.668; 4.554; 0.0003094; 1.239; 0.9447; 8671.15732264118;
10350; 4.668; 4.548; 0.000309; 0.917; 0.9417; 8699.368295472901;
10360; 4.659; 4.541; 0.0003085; 1.074; 0.9377; 8736.302605858555;
10370; 4.664; 4.537; 0.000308; 1.234; 0.9244; 8862.13507069644;
10380; 4.677; 4.552; 0.0003076; 1.241; 0.9487; 8634.696860524962;
10390; 4.668; 4.543; 0.0003071; 1.183; 0.9411; 8705.16265375712;
10400; 4.66; 4.535; 0.0003066; 1.139; 0.9288; 8819.522188736646;
10410; 4.658; 4.531; 0.0003062; 1.251; 0.9268; 8838.583842297474;
10420; 4.66; 4.536; 0.0003057; 1.118; 0.9373; 8740.06709451605;
10430; 4.671; 4.546; 0.0003053; 1.043; 0.9323; 8786.477101667935;
10440; 4.666; 4.537; 0.0003048; 1.107; 0.9367; 8745.995957364217;
10450; 4.66; 4.534; 0.0003043; 1.145; 0.9324; 8785.666053165447;
10460; 4.667; 4.539; 0.0003039; 1.165; 0.9278; 8829.169776257473;
10470; 4.661; 4.534; 0.0003034; 1.016; 0.9364; 8748.697200090033;
10480; 4.659; 4.531; 0.000303; 1.03; 0.9321; 8789.070765603981;
10490; 4.662; 4.534; 0.0003025; 1.018; 0.9256; 8850.155720654402;
10500; 4.66; 4.536; 0.000302; 1.039; 0.9218; 8886.988859883242;
10510; 4.654; 4.528; 0.0003016; 1.026; 0.933; 8780.502221974626;
10520; 4.658; 4.534; 0.0003011; 1.048; 0.9329; 8780.95774195799;
10530; 4.655; 4.532; 0.0003007; 1.034; 0.9379; 8733.953111837647;
10540; 4.657; 4.531; 0.0003002; 1.01; 0.9534; 8592.271689899653;
10550; 4.658; 4.532; 0.0002998; 1.089; 0.9385; 8728.978490373154;
10560; 4.659; 4.536; 0.0002993; 1.036; 0.9415; 8701.11086074546;
10570; 4.664; 4.536; 0.0002988; 1.17; 0.9402; 8713.485278129923;
10580; 4.664; 4.53; 0.0002984; 1.133; 0.9413; 8702.74611419174;
10590; 4.656; 4.522; 0.0002979; 1.234; 0.9375; 8738.188889242103;
10600; 4.659; 4.529; 0.0002975; 1.26; 0.9502; 8620.993877692857;
10610; 4.67; 4.537; 0.000297; 1.145; 0.9227; 8878.45783630645;
10620; 4.676; 4.538; 0.0002965; 1.076; 0.9385; 8728.375353481571;
10630; 4.659; 4.53; 0.0002961; 1.007; 0.9405; 8709.966642297502;
10640; 4.655; 4.528; 0.0002956; 0.9703; 0.9321; 8788.59866773447;
10650; 4.655; 4.533; 0.0002952; 1.132; 0.9313; 8796.719067110567;
10660; 4.659; 4.534; 0.0002947; 0.9912; 0.94; 8715.1340286724;
10670; 4.699; 4.568; 0.0002943; 1.23; 0.9369; 8744.126329665743;
10680; 4.735; 4.604; 0.0002938; 1.264; 0.9346; 8765.61728503091;
10690; 4.692; 4.571; 0.0002933; 1.054; 0.9396; 8719.039590983592;
10700; 4.667; 4.544; 0.0002929; 1.086; 0.9251; 8855.14165705806;
10710; 4.659; 4.534; 0.0002924; 2.097; 0.9269; 8838.256454921591;
10720; 4.653; 4.53; 0.000292; 1.023; 0.9341; 8769.677910452638;
10730; 4.654; 4.528; 0.0002915; 1.242; 0.941; 8705.769204145761;
10740; 4.656; 4.526; 0.000291; 0.9773; 0.9291; 8816.702381425868;
10750; 4.647; 4.522; 0.0002906; 1.036; 0.9396; 8718.448887831073;
10760; 4.654; 4.53; 0.0002901; 1.18; 0.9293; 8815.114487812549;
10770; 4.656; 4.529; 0.0002897; 1.117; 0.9349; 8762.670933443233;
10780; 4.663; 4.538; 0.0002892; 1.242; 0.9243; 8862.971730619323;
10790; 4.658; 4.534; 0.0002888; 1.149; 0.9285; 8822.667744430328;
10800; 4.66; 4.537; 0.0002883; 1.219; 0.9187; 8917.174845174502;
10810; 4.649; 4.526; 0.0002878; 1.002; 0.9281; 8826.586406799297;
10820; 4.654; 4.538; 0.0002874; 0.9971; 0.9294; 8814.630542824782;
10830; 4.652; 4.526; 0.0002869; 1.132; 0.9343; 8767.751161365872;
10840; 4.652; 4.534; 0.0002865; 1.054; 0.9357; 8755.150854996933;
10850; 4.649; 4.525; 0.000286; 0.956; 0.9323; 8786.899535257447;
10860; 4.649; 4.522; 0.0002856; 1.004; 0.942; 8696.092136759491;
10870; 4.643; 4.522; 0.0002851; 0.9848; 0.9324; 8785.627863437165;
10880; 4.649; 4.529; 0.0002847; 1.298; 0.93; 8808.536030673216;
10890; 4.64; 4.519; 0.0002842; 1.06; 0.9446; 8672.08525562655;
10900; 4.641; 4.516; 0.0002837; 1.134; 0.9283; 8824.40113629155;
10910; 4.638; 4.513; 0.0002833; 1.177; 0.9364; 8748.160381785254;
10920; 4.639; 4.517; 0.0002828; 1.079; 0.9348; 8763.488917392266;
10930; 4.639; 4.52; 0.0002824; 0.9849; 0.9223; 8882.614519772887;
10940; 4.636; 4.518; 0.0002819; 1.511; 0.9423; 8693.583845396743;
10950; 4.639; 4.521; 0.0002815; 1.138; 0.9297; 8811.75510622785;
10960; 4.642; 4.521; 0.000281; 0.9683; 0.9345; 8766.20545121299;
10970; 4.647; 4.521; 0.0002806; 1.088; 0.9357; 8754.488331931143;
10980; 4.638; 4.515; 0.0002801; 1.2; 0.9344; 8766.668436002705;
10990; 4.629; 4.512; 0.0002797; 1.67; 0.9278; 8829.353550205768;
11000; 4.634; 4.517; 0.0002792; 1.121; 0.9413; 8703.308236745972;
11010; 4.63; 4.514; 0.0002787; 1.0; 0.925; 8855.961019041235;
11020; 4.629; 4.51; 0.0002783; 1.357; 0.9329; 8781.294363444593;
11030; 4.641; 4.52; 0.0002778; 1.022; 0.9303; 8806.052738303442;
11040; 4.643; 4.517; 0.0002774; 1.086; 0.9408; 8707.646737509336;
11050; 4.63; 4.508; 0.0002769; 1.596; 0.932; 8789.592380316995;
11060; 4.643; 4.519; 0.0002765; 1.057; 0.9397; 8717.382727475695;
11070; 4.638; 4.518; 0.000276; 1.052; 0.9354; 8757.830969516603;
11080; 4.643; 4.523; 0.0002756; 0.9666; 0.9306; 8802.515337398167;
11090; 4.633; 4.514; 0.0002751; 1.052; 0.9362; 8749.942604930717;
11100; 4.63; 4.507; 0.0002747; 1.162; 0.9326; 8783.678381991174;
11110; 4.641; 4.517; 0.0002742; 1.144; 0.9275; 8832.76496645786;
11120; 4.634; 4.51; 0.0002738; 1.088; 0.9334; 8776.447260966428;
11130; 4.632; 4.509; 0.0002733; 1.157; 0.9281; 8826.708850230212;
11140; 4.631; 4.513; 0.0002729; 1.381; 0.9417; 8699.145843708377;
11150; 4.629; 4.507; 0.0002724; 0.9798; 0.9413; 8702.662353125625;
11160; 4.635; 4.511; 0.000272; 1.462; 0.9415; 8700.994080442772;
11170; 4.632; 4.514; 0.0002715; 0.999; 0.9344; 8766.921197127613;
11180; 4.628; 4.511; 0.0002711; 1.134; 0.9427; 8690.16038425167;
11190; 4.63; 4.508; 0.0002706; 1.344; 0.9391; 8723.154609191573;
11200; 4.636; 4.514; 0.0002702; 1.087; 0.9365; 8747.207190483088;
11210; 4.628; 4.511; 0.0002697; 1.068; 0.9245; 8860.983207328987;
11220; 4.631; 4.514; 0.0002693; 1.06; 0.9238; 8868.045362617033;
11230; 4.637; 4.524; 0.0002688; 1.182; 0.9427; 8689.626330071747;
11240; 4.631; 4.51; 0.0002684; 1.079; 0.931; 8798.922192454073;
11250; 4.641; 4.518; 0.0002679; 1.023; 0.9343; 8768.082296070996;
11260; 4.627; 4.51; 0.0002675; 1.349; 0.9263; 8843.363275054886;
11270; 4.619; 4.505; 0.000267; 1.002; 0.93; 8808.307960889379;
11280; 4.618; 4.505; 0.0002666; 1.082; 0.9392; 8722.255570126606;
11290; 4.624; 4.513; 0.0002661; 1.171; 0.9401; 8713.922821344202;
11300; 4.628; 4.515; 0.0002657; 1.098; 0.9236; 8869.879062563326;
11310; 4.625; 4.509; 0.0002652; 1.155; 0.9418; 8698.055774302467;
11320; 4.626; 4.507; 0.0002648; 1.078; 0.9169; 8934.330704845013;
11330; 4.622; 4.509; 0.0002643; 1.406; 0.9402; 8712.92184023585;
11340; 4.617; 4.509; 0.0002639; 1.095; 0.9329; 8781.46268386647;
11350; 4.616; 4.51; 0.0002634; 1.068; 0.9286; 8822.284903943946;
11360; 4.618; 4.505; 0.000263; 1.067; 0.9356; 8755.889340617392;
11370; 4.624; 4.507; 0.0002625; 1.221; 0.9242; 8864.341359200758;
11380; 4.641; 4.52; 0.0002621; 1.318; 0.9248; 8858.360635991825;
11390; 4.647; 4.527; 0.0002616; 1.29; 0.9268; 8838.558832683984;
11400; 4.633; 4.508; 0.0002612; 1.08; 0.9393; 8721.589160779253;
11410; 4.627; 4.508; 0.0002607; 1.365; 0.9362; 8750.490784537387;
11420; 4.621; 4.501; 0.0002603; 1.297; 0.9304; 8804.391971645337;
11430; 4.618; 4.499; 0.0002598; 1.192; 0.9283; 8824.931486316244;
11440; 4.623; 4.506; 0.0002594; 1.177; 0.9372; 8741.123244925035;
11450; 4.622; 4.502; 0.000259; 0.9928; 0.9364; 8748.628145080655;
11460; 4.613; 4.494; 0.0002585; 1.1; 0.9244; 8861.986500068993;
11470; 4.618; 4.499; 0.0002581; 1.339; 0.9308; 8800.580896037096;
11480; 4.627; 4.507; 0.0002576; 1.089; 0.9241; 8865.313389150488;
11490; 4.621; 4.496; 0.0002572; 1.031; 0.9351; 8760.593136446258;
11500; 4.618; 4.5; 0.0002567; 1.181; 0.9321; 8788.35589429236;
11510; 4.628; 4.508; 0.0002563; 1.257; 0.9382; 8731.729141529295;
11520; 4.618; 4.497; 0.0002558; 1.046; 0.9403; 8711.795183020085;
11530; 4.62; 4.497; 0.0002554; 1.207; 0.9336; 8774.416703184454;
11540; 4.623; 4.502; 0.0002549; 1.196; 0.9395; 8719.67463083215;
11550; 4.621; 4.5; 0.0002545; 1.155; 0.935; 8761.207436169681;
11560; 4.617; 4.498; 0.0002541; 1.039; 0.9383; 8730.593178702069;
11570; 4.62; 4.497; 0.0002536; 1.118; 0.9308; 8800.804057416719;
11580; 4.621; 4.5; 0.0002532; 1.565; 0.9244; 8861.725942074923;
11590; 4.627; 4.507; 0.0002527; 1.169; 0.9321; 8788.430073643307;
11600; 4.615; 4.495; 0.0002523; 1.073; 0.9325; 8784.670982164886;
11610; 4.615; 4.497; 0.0002518; 1.084; 0.9422; 8694.33178085866;
11620; 4.619; 4.499; 0.0002514; 1.074; 0.9311; 8797.937633003887;
11630; 4.615; 4.498; 0.000251; 1.279; 0.9488; 8633.69881127435;
11640; 4.616; 4.496; 0.0002505; 1.084; 0.9298; 8810.817378264399;
11650; 4.612; 4.493; 0.0002501; 1.175; 0.9277; 8830.88075804282;
11660; 4.614; 4.496; 0.0002496; 1.06; 0.9302; 8806.964621159226;
11670; 4.619; 4.498; 0.0002492; 1.092; 0.924; 8865.33168822899;
11680; 4.616; 4.5; 0.0002488; 1.416; 0.9189; 8914.888981544016;
11690; 4.613; 4.495; 0.0002483; 1.243; 0.9339; 8771.634617279638;
11700; 4.612; 4.49; 0.0002479; 1.112; 0.9262; 8844.81792124088;
11710; 4.612; 4.495; 0.0002474; 1.106; 0.9432; 8685.275027293355;
11720; 4.614; 4.497; 0.000247; 1.028; 0.9337; 8773.74902086156;
11730; 4.615; 4.502; 0.0002466; 1.124; 0.9369; 8743.507747962143;
11740; 4.625; 4.508; 0.0002461; 1.148; 0.9357; 8754.617705661192;
11750; 4.615; 4.502; 0.0002457; 1.452; 0.947; 8650.032857787695;
11760; 4.616; 4.497; 0.0002452; 1.151; 0.928; 8828.003784046268;
11770; 4.611; 4.496; 0.0002448; 1.162; 0.9365; 8747.320760788487;
11780; 4.612; 4.496; 0.0002444; 1.411; 0.9286; 8821.874916363573;
11790; 4.611; 4.497; 0.0002439; 1.218; 0.9371; 8741.430132264748;
11800; 4.609; 4.49; 0.0002435; 1.28; 0.9381; 8732.883156386897;
11810; 4.61; 4.493; 0.000243; 1.178; 0.939; 8724.095920083017;
11820; 4.607; 4.49; 0.0002426; 1.166; 0.9309; 8799.893449791949;
11830; 4.602; 4.486; 0.0002422; 1.249; 0.9308; 8801.230124206897;
11840; 4.6; 4.485; 0.0002417; 1.099; 0.9322; 8787.719801574027;
11850; 4.604; 4.49; 0.0002413; 1.266; 0.9203; 8901.023124961628;
11860; 4.604; 4.486; 0.0002409; 1.128; 0.9358; 8753.767924024054;
11870; 4.6; 4.484; 0.0002404; 1.373; 0.9478; 8643.31353556728;
11880; 4.604; 4.485; 0.00024; 1.06; 0.9391; 8723.568760956909;
11890; 4.595; 4.476; 0.0002396; 1.1; 0.944; 8678.193994472282;
11900; 4.6; 4.478; 0.0002391; 1.071; 0.9274; 8832.948890101701;
11910; 4.591; 4.47; 0.0002387; 1.044; 0.9336; 8774.25089339204;
11920; 4.582; 4.464; 0.0002383; 1.254; 0.9286; 8821.895301586079;
11930; 4.583; 4.469; 0.0002378; 1.167; 0.9317; 8792.120390530743;
11940; 4.58; 4.466; 0.0002374; 1.221; 0.9412; 8703.727120371741;
11950; 4.571; 4.458; 0.000237; 1.034; 0.9315; 8794.706132229772;
11960; 4.573; 4.455; 0.0002365; 1.073; 0.9269; 8838.060943472761;
11970; 4.565; 4.45; 0.0002361; 1.061; 0.9376; 8737.377843102353;
11980; 4.561; 4.444; 0.0002357; 1.037; 0.9525; 8600.20969253015;
11990; 4.563; 4.451; 0.0002352; 1.041; 0.9282; 8825.704460970363;
12000; 4.562; 4.447; 0.0002348; 1.259; 0.9246; 8859.692287857617;
12010; 4.562; 4.443; 0.0002344; 1.221; 0.9433; 8684.008455599509;
12020; 4.564; 4.449; 0.0002339; 1.197; 0.9315; 8794.258188179618;
12030; 4.562; 4.446; 0.0002335; 1.207; 0.9398; 8716.916087881187;
12040; 4.566; 4.446; 0.0002331; 1.066; 0.9239; 8866.935438360522;
12050; 4.561; 4.441; 0.0002326; 1.157; 0.9248; 8857.972408082369;
12060; 4.563; 4.442; 0.0002322; 1.05; 0.9366; 8746.951111400755;
12070; 4.561; 4.443; 0.0002318; 1.08; 0.9417; 8698.98286646833;
12080; 4.562; 4.441; 0.0002313; 1.112; 0.9361; 8751.355532638398;
12090; 4.564; 4.445; 0.0002309; 1.073; 0.9384; 8729.672644437675;
12100; 4.556; 4.439; 0.0002305; 1.061; 0.9351; 8760.262567158912;
12110; 4.555; 4.44; 0.00023; 1.118; 0.9432; 8685.266245628582;
12120; 4.55; 4.435; 0.0002296; 1.1; 0.9426; 8691.079198947551;
12130; 4.541; 4.427; 0.0002292; 1.366; 0.927; 8836.93805686186;
12140; 4.551; 4.431; 0.0002288; 1.073; 0.9256; 8850.290217032096;
12150; 4.55; 4.431; 0.0002283; 1.094; 0.9266; 8840.771594250778;
12160; 4.546; 4.43; 0.0002279; 1.181; 0.9337; 8774.147825598438;
12170; 4.551; 4.429; 0.0002275; 1.064; 0.9247; 8859.05724783917;
12180; 4.55; 4.43; 0.000227; 1.055; 0.9372; 8741.147706169018;
12190; 4.544; 4.422; 0.0002266; 1.27; 0.9392; 8722.153720245196;
12200; 4.543; 4.421; 0.0002262; 1.055; 0.9192; 8912.33843488185;
12210; 4.538; 4.418; 0.0002258; 1.045; 0.9282; 8825.405228912618;
12220; 4.543; 4.42; 0.0002253; 1.125; 0.9407; 8708.02631384868;
12230; 4.553; 4.427; 0.0002249; 1.369; 0.9371; 8742.068437992159;
12240; 4.541; 4.421; 0.0002245; 1.062; 0.9471; 8649.721466778372;
12250; 4.553; 4.433; 0.0002241; 1.248; 0.9329; 8780.933057397993;
12260; 4.544; 4.428; 0.0002236; 1.203; 0.93; 8808.976396839716;
12270; 4.538; 4.421; 0.0002232; 1.088; 0.9383; 8731.085688787787;
12280; 4.536; 4.413; 0.0002228; 1.344; 0.9433; 8684.344269641339;
12290; 4.536; 4.411; 0.0002224; 1.187; 0.943; 8687.39631945893;
12300; 4.541; 4.418; 0.0002219; 1.089; 0.9429; 8688.182734406351;
12310; 4.539; 4.419; 0.0002215; 1.144; 0.9317; 8792.480367874448;
12320; 4.535; 4.412; 0.0002211; 1.096; 0.9349; 8762.177088109513;
12330; 4.53; 4.409; 0.0002207; 1.273; 0.9424; 8692.873425891044;
12340; 4.53; 4.412; 0.0002203; 1.152; 0.9251; 8855.089168282768;
12350; 4.538; 4.419; 0.0002198; 1.278; 0.9473; 8647.96677303042;
12360; 4.531; 4.415; 0.0002194; 1.5; 0.941; 8705.211174677877;
12370; 4.53; 4.412; 0.000219; 1.097; 0.9348; 8763.22070910706;
12380; 4.532; 4.413; 0.0002186; 1.111; 0.9355; 8756.962709479943;
12390; 4.539; 4.418; 0.0002181; 1.089; 0.9506; 8617.873738660737;
12400; 4.534; 4.414; 0.0002177; 1.114; 0.9281; 8826.819959246293;
12410; 4.53; 4.408; 0.0002173; 1.172; 0.934; 8770.70764731889;
12420; 4.532; 4.407; 0.0002169; 1.122; 0.9409; 8706.68029135673;
12430; 4.541; 4.418; 0.0002165; 1.305; 0.9358; 8753.567212291162;
12440; 4.537; 4.42; 0.000216; 1.105; 0.9423; 8693.880804367216;
12450; 4.527; 4.412; 0.0002156; 1.091; 0.9202; 8901.968621617078;
12460; 4.525; 4.406; 0.0002152; 1.348; 0.9472; 8648.811375438296;
12470; 4.525; 4.407; 0.0002148; 1.037; 0.9404; 8711.501416390374;
12480; 4.526; 4.41; 0.0002144; 1.559; 0.9422; 8694.26138144667;
12490; 4.53; 4.414; 0.000214; 1.23; 0.9348; 8763.788436047194;
12500; 4.528; 4.405; 0.0002135; 1.122; 0.9542; 8585.425097467556;
12510; 4.525; 4.404; 0.0002131; 1.127; 0.9441; 8677.40938667472;
12520; 4.53; 4.403; 0.0002127; 1.033; 0.9397; 8717.687950064215;
12530; 4.527; 4.405; 0.0002123; 1.109; 0.9413; 8702.990793908266;
12540; 4.521; 4.397; 0.0002119; 1.147; 0.9399; 8715.777343169351;
12550; 4.526; 4.4; 0.0002115; 1.207; 0.9385; 8729.240171273264;
12560; 4.516; 4.395; 0.000211; 1.092; 0.9424; 8692.840437094323;
12570; 4.516; 4.39; 0.0002106; 1.095; 0.9391; 8723.588694386699;
12580; 4.521; 4.395; 0.0002102; 1.1; 0.9378; 8734.961152006768;
12590; 4.521; 4.394; 0.0002098; 1.058; 0.949; 8632.020005536995;
12600; 4.52; 4.393; 0.0002094; 1.237; 0.9325; 8784.72937739674;
12610; 4.519; 4.396; 0.000209; 1.271; 0.9428; 8689.373611263902;
12620; 4.518; 4.394; 0.0002086; 1.217; 0.9384; 8729.539571207646;
12630; 4.514; 4.388; 0.0002082; 1.078; 0.9317; 8792.131639376563;
12640; 4.516; 4.391; 0.0002077; 1.106; 0.9281; 8826.887986555077;
12650; 4.515; 4.393; 0.0002073; 1.189; 0.9369; 8744.126329665743;
12660; 4.519; 4.394; 0.0002069; 1.096; 0.9415; 8701.007300697049;
12670; 4.518; 4.39; 0.0002065; 1.172; 0.9363; 8749.574961968598;
12680; 4.515; 4.392; 0.0002061; 1.075; 0.9283; 8824.89975417998;
12690; 4.513; 4.392; 0.0002057; 1.333; 0.9409; 8706.203766754059;
12700; 4.507; 4.384; 0.0002053; 1.492; 0.9416; 8699.731731247137;
12710; 4.508; 4.385; 0.0002049; 1.112; 0.9393; 8720.938347623412;
12720; 4.515; 4.391; 0.0002045; 1.158; 0.9438; 8679.358017655908;
12730; 4.51; 4.389; 0.000204; 1.529; 0.9358; 8753.928500037578;
12740; 4.513; 4.388; 0.0002036; 1.221; 0.9451; 8667.904560497818;
12750; 4.516; 4.389; 0.0002032; 1.741; 0.9318; 8791.47025615203;
12760; 4.511; 4.388; 0.0002028; 1.198; 0.9427; 8689.788956903782;
12770; 4.518; 4.396; 0.0002024; 1.515; 0.9432; 8685.209165240396;
12780; 4.525; 4.394; 0.000202; 1.186; 0.9336; 8774.39877749937;
12790; 4.516; 4.391; 0.0002016; 1.707; 0.9483; 8638.330840534092;
12800; 4.511; 4.39; 0.0002012; 1.084; 0.9465; 8654.996363412865;
12810; 4.508; 4.39; 0.0002008; 1.131; 0.9367; 8745.243558669297;
12820; 4.512; 4.39; 0.0002004; 1.19; 0.9367; 8745.535153450186;
12830; 4.51; 4.39; 0.0002; 1.174; 0.9366; 8746.884310627749;
12840; 4.51; 4.39; 0.0001996; 1.11; 0.9371; 8742.101801482047;
12850; 4.513; 4.387; 0.0001992; 1.388; 0.9366; 8746.530283564365;
12860; 4.509; 4.382; 0.0001988; 1.313; 0.9327; 8782.888055411346;
12870; 4.509; 4.383; 0.0001984; 1.148; 0.9401; 8713.816746226921;
12880; 4.516; 4.391; 0.000198; 1.12; 0.9324; 8786.09964218618;
12890; 4.515; 4.393; 0.0001976; 1.538; 0.9384; 8729.703695441794;
12900; 4.518; 4.396; 0.0001972; 1.076; 0.9368; 8744.867407865147;
12910; 4.516; 4.398; 0.0001968; 1.24; 0.9396; 8718.316156563475;
12920; 4.509; 4.389; 0.0001963; 1.169; 0.9332; 8778.279154979451;
12930; 4.517; 4.395; 0.0001959; 1.328; 0.9307; 8801.699070793762;
12940; 4.517; 4.395; 0.0001955; 1.371; 0.9411; 8704.273934402308;
12950; 4.519; 4.393; 0.0001951; 1.498; 0.9271; 8836.335816235733;
12960; 4.515; 4.389; 0.0001947; 1.107; 0.9328; 8781.770165830016;
12970; 4.508; 4.384; 0.0001943; 1.157; 0.942; 8696.06352527838;
12980; 4.517; 4.389; 0.0001939; 1.244; 0.9356; 8755.418569528007;
12990; 4.509; 4.386; 0.0001935; 1.168; 0.9297; 8811.206002743906;
13000; 4.51; 4.384; 0.0001932; 1.569; 0.9342; 8768.80729990902;
13010; 4.519; 4.394; 0.0001928; 6.315; 0.9324; 8786.243432450381;
13020; 4.511; 4.386; 0.0001924; 1.073; 0.9437; 8680.513581090281;
13030; 4.513; 4.387; 0.000192; 1.23; 0.9369; 8743.300831892222;
13040; 4.513; 4.39; 0.0001916; 1.298; 0.9501; 8621.885142868185;
13050; 4.523; 4.393; 0.0001912; 1.797; 0.9433; 8684.482553560614;
13060; 4.524; 4.395; 0.0001908; 1.128; 0.9484; 8637.481769772154;
13070; 4.523; 4.392; 0.0001904; 1.146; 0.9523; 8602.214252845937;
13080; 4.52; 4.39; 0.00019; 1.095; 0.951; 8614.239669226723;
13090; 4.526; 4.393; 0.0001896; 1.139; 0.9392; 8722.020876148392;
13100; 4.519; 4.385; 0.0001892; 1.17; 0.9518; 8607.066958781454;
13110; 4.523; 4.391; 0.0001888; 1.464; 0.9538; 8588.373655088188;
13120; 4.529; 4.395; 0.0001884; 1.142; 0.9496; 8626.820720696518;
13130; 4.525; 4.394; 0.000188; 1.115; 0.9293; 8815.137103363913;
13140; 4.541; 4.413; 0.0001876; 1.186; 0.9381; 8732.776619159593;
13150; 4.529; 4.398; 0.0001872; 1.302; 0.9481; 8640.781269379664;
13160; 4.517; 4.39; 0.0001868; 1.619; 0.9426; 8691.079198947551;
13170; 4.532; 4.408; 0.0001864; 1.171; 0.9529; 8597.151901020907;
13180; 4.527; 4.401; 0.000186; 1.187; 0.93; 8808.843153200178;
13190; 4.527; 4.401; 0.0001857; 1.392; 0.9382; 8731.607100100913;
13200; 4.535; 4.405; 0.0001853; 1.512; 0.9303; 8805.70744582565;
13210; 4.518; 4.39; 0.0001849; 1.261; 0.9412; 8703.325873138181;
13220; 4.51; 4.381; 0.0001845; 1.514; 0.9299; 8809.995053442412;
13230; 4.509; 4.383; 0.0001841; 1.123; 0.9433; 8684.234523633506;
13240; 4.509; 4.383; 0.0001837; 1.508; 0.9317; 8792.822373655315;
13250; 4.526; 4.4; 0.0001833; 1.122; 0.9551; 8577.482232169448;
13260; 4.523; 4.396; 0.0001829; 1.174; 0.9264; 8842.919464222063;
13270; 4.515; 4.387; 0.0001825; 1.118; 0.9367; 8745.898004642284;
13280; 4.514; 4.389; 0.0001822; 1.116; 0.9366; 8746.238622421291;
13290; 4.513; 4.386; 0.0001818; 1.147; 0.9327; 8783.12828168392;
13300; 4.512; 4.385; 0.0001814; 1.194; 0.9224; 8881.158893568736;
13310; 4.51; 4.382; 0.000181; 1.107; 0.9373; 8739.582462505481;
13320; 4.509; 4.382; 0.0001806; 1.175; 0.9414; 8701.483256608088;
13330; 4.509; 4.379; 0.0001802; 1.171; 0.9399; 8715.759656277854;
13340; 4.51; 4.378; 0.0001798; 1.161; 0.9398; 8717.108487727455;
13350; 4.516; 4.384; 0.0001795; 1.134; 0.9298; 8810.327127680715;
13360; 4.51; 4.378; 0.0001791; 1.324; 0.9389; 8725.531533412108;
13370; 4.509; 4.378; 0.0001787; 1.099; 0.9288; 8819.701033473535;
13380; 4.507; 4.375; 0.0001783; 1.159; 0.9371; 8741.761505833312;
13390; 4.506; 4.373; 0.0001779; 1.172; 0.9299; 8809.947616308988;
13400; 4.506; 4.374; 0.0001776; 1.291; 0.9477; 8643.874530036057;
13410; 4.501; 4.371; 0.0001772; 1.18; 0.9342; 8768.77373226964;
13420; 4.5; 4.372; 0.0001768; 1.214; 0.9411; 8704.825227768706;
13430; 4.502; 4.373; 0.0001764; 1.177; 0.941; 8705.826555101512;
13440; 4.518; 4.393; 0.000176; 1.358; 0.9464; 8656.250124201508;
